Event,ID,Rank,Name,Gender,Country,Qualification,Final
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3278,1,ASPAR ASPAR,M,INA,5.922,5.81
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",865,2,LUDOVICO FOSSALI,M,ITA,6.250,5.94
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3471,3,REZA ALIPOUR SHENAZANDIFARD,M,IRI,6.279,5.96
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",154,4,ALEKSANDR SHILOV,M,RUS,6.370,5.99
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",198,5,SERGEI RUKIN,M,RUS,6.014,5.92
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",2996,6,JINXIN LI,M,CHN,6.200,6.16
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",105,7,DMITRII TIMOFEEV,M,RUS,5.929,6.27
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",1480,8,DANYIL BOLDYREV,M,UKR,6.110,6.54
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",7613,9,BASSA MAWEM,M,FRA,5.923,5.95
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3270,10,ALFIAN MUHAMMAD FAJRI,M,INA,6.013,6.12
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",1492,11,KOSTIANTYN PAVLENKO,M,UKR,6.280,6.29
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3316,12,PANGERAN SEPTO WIBOWO SIBURIAN,M,INA,6.210,6.30
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",98,13,VLADISLAV DEULIN,M,RUS,6.150,6.40
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",899,14,GIAN LUCA ZODDA,M,ITA,6.278,6.54
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3340,15,VEDDRIQ LEONARDO,M,INA,6.100,7.22
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",109,16,ALEKSANDR SHIKOV,M,RUS,5.910,FALL
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3318,17,HINAYAH MUHAMMAD,M,INA,6.380,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",1372,18,JAN KRIZ,M,CZE,6.390,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",2950,19,PENGHUI LIN,M,CHN,6.410,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3274,20,SABRI SABRI,M,INA,6.440,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",2845,21,MARCIN DZIENSKI,M,POL,6.540,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",74,22,STANISLAV KOKORIN,M,RUS,6.550,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",2965,23,YURONG DUAN,M,CHN,6.680,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3551,24,MILAD ALIPOUR SHENAZANDIFAR,M,IRI,6.770,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",2944,25,ZHIXUAN CHEN,M,CHN,6.780,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",474,26,GUILLAUME MORO,M,FRA,7.140,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",1214,27,JAKOB SCHUBERT,M,AUT,7.630,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",4299,28,SASCHA LEHMANN,M,SUI,8.020,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",3570,29,EHSAN DELFANIYAN,M,IRI,8.120,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",2309,30,YOSHIYUKI OGATA,M,JPN,8.400,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",320,31,NICOLAS COLLIN,M,BEL,8.440,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",1754,32,JOHN BROSLER,M,USA,8.610,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",854,33,MARCELLO BOMBARDI,M,ITA,9.100,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",1634,34,AIDAN DOYLE,M,CAN,9.190,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",314,35,LOÏC TIMMERMANS,M,BEL,9.470,
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",1489,36,FEDIR SAMOILOV,M,UKR,11.040,
