Event,ID,Rank,Name,Gender,Country,Qualification,Final
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",137,1,EKATERINA BARASHCHUK,F,RUS,7.81,7.37
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",129,2,ELIZAVETA IVANOVA,F,RUS,7.76,7.44
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",110,3,IULIIA KAPLINA,F,RUS,6.96,7.05
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",2878,4,ALEKSANDRA KALUCKA,F,POL,7.75,8.30
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",2879,5,NATALIA KALUCKA,F,POL,8.14,7.82
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",2857,6,PATRYCJA CHUDZIAK,F,POL,7.95,7.87
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",3246,7,PETRA KLINGLER,F,SUI,9.01,8.59
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",2848,8,ALEKSANDRA MIROSLAW,F,POL,8.65,FALL
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",2855,9,ANNA BROZEK,F,POL,8.263,7.95
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",73,10,ANNA TSYGANOVA,F,RUS,8.261,8.95
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",3840,11,STASA GEJO,F,SRB,9.62,9.40
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",144,12,ELENA KRASOVSKAIA,F,RUS,9.50,9.43
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",3354,13,AFRA HÖNIG,F,GER,10.18,10.03
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",316,14,CHLOE CAULIER,F,BEL,10.33,10.17
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1536,15,YELYZAVETA LAVRYKOVA,F,UKR,9.27,FALL
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",147,16,VIKTORIIA MESHKOVA,F,RUS,9.68,FALL
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",4328,17,ALMA BESTVATER,F,GER,10.61,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",3113,18,HANNAH MEUL,F,GER,11.02,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1526,19,NIKA POTAPOVA,F,UKR,11.25,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",4330,20,LUCIA DÖRFFEL,F,GER,11.45,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1453,21,MARKETA JANOSOVA,F,CZE,11.67,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",4002,22,NOA SHIRAN,F,ISR,12.065,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",3042,23,VANA PICCINI,F,CRO,12.068,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",4017,24,AYALA KEREM,F,ISR,12.68,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",642,25,MOLLY THOMPSON-SMITH,F,GBR,13.20,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1543,26,YEVHENIIA CHERNIAVSKA,F,UKR,13.45,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1447,27,TEREZA ŠIRŮČKOVÁ,F,CZE,13.71,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1438,28,MICHAELA SMETANOVA,F,CZE,13.86,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",3996,29,NAAMA YOHAI,F,ISR,13.93,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",1400,30,ELISKA ADAMOVSKA,F,CZE,14.40,
"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",2771,31,VANDA MICHALKOVA,F,SVK,15.85,
