Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,2930,1,CUILIAN HE,F,CHN,2.010,9.04
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,5445,2,CUIFANG HE,F,CHN,2.020,9.30
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,4982,3,CHUNHUA LI,F,CHN,2.030,9.38
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,4735,4,KSENIIA ALEKSEEVA,F,RUS,2.040,FALL
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,81,5,YULIYA LEVOCHKINA,F,RUS,2.050,10.83
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,46,6,ANNA STENKOVAYA,F,RUS,2.060,10.90
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,5460,7,DINARA IRSALIYEVA,F,KAZ,2.070,11.90
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,4857,8,OLGA MOROZKINA,F,RUS,2.080,12.30
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,45,9,VALENTINA YURINA,F,RUS,2.090,11.67
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,40,10,NATALIA TITOVA,F,RUS,2.100,12.27
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,3357,11,TAMARA ULZHABAYEVA,F,KAZ,2.110,13.20
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,1474,12,SVITLANA TUZHYLINA,F,UKR,2.120,13.50
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,2139,13,HUNG YING LEE,F,TPE,2.130,13.68
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,5473,14,LUCIE HROZOVA,F,CZE,2.140,13.89
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,2834,15,EDYTA ROPEK,F,POL,2.150,FALL
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,1468,16,OLENA RYEPKO,F,UKR,2.160,FALL
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,68,17,DINARA FAKHRITDINOVA,F,RUS,15.170,
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,5492,18,YEVGENIYA SOBOLEVA,F,KAZ,15.740,
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,4136,19,YEKATERINA BOGOLYUBOVA,F,KGZ,17.000,
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,7407,20,YULIYA POPOVA,F,KAZ,17.140,
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,5782,21,ALIYA ISKAKOVA,F,KAZ,19.830,
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,2933,22,XUHUA PAN,F,CHN,FALL,
IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,42,22,TATIANA RUYGA,F,RUS,FALL,
