Event,ID,Rank,Name,Gender,Country,Qualification,Final
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",62,1,ALINA GAIDAMAKINA,F,RUS,8.780,8.35
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",81,2,YULIYA LEVOCHKINA,F,RUS,8.460,8.78
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",82,3,MARIIA KRASAVINA,F,RUS,8.710,8.38
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",2848,4,ALEKSANDRA MIROSLAW,F,POL,8.910,FALL
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",2847,5,KLAUDIA BUCZEK,F,POL,8.540,8.72
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",63,6,KSENIYA POLEKHINA,F,RUS,9.030,9.62
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",110,7,IULIIA KAPLINA,F,RUS,8.640,99.99
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",479,8,ANOUCK JAUBERT,F,FRA,8.730,FALL
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",2842,9,MONIKA PROKOPIUK-KAWECKA,F,POL,9.880,10.09
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",6228,10,NATALIA IAKOVLEVA,F,RUS,10.290,10.40
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",119,11,SVETLANA MOTOVILOVA,F,RUS,10.660,10.54
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",1218,12,STEFANIE PICHLER,F,AUT,10.530,11.06
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",6290,13,VARVARA SHATALOVA,F,RUS,10.820,11.31
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",73,14,ANNA TSYGANOVA,F,RUS,9.100,FALL
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",2857,15,PATRYCJA CHUDZIAK,F,POL,10.650,FALL
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",117,16,ELENA TIMOFEEVA,F,RUS,10.820,FALL
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",77,17,NATALIIA STEPANOVA,F,RUS,10.960,
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",452,18,MARGOT HEITZ,F,FRA,11.090,
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",6291,19,MARIA BOGDANOVA,F,RUS,11.120,
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",2834,20,EDYTA ROPEK,F,POL,11.270,
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",6292,21,NADAZHDA KRASAVINA,F,RUS,11.550,
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",1233,22,NINA LACH,F,AUT,11.890,
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",97,23,DARIA MALYSHEVA,F,RUS,12.090,
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",6293,24,YULIA KHUTOROVA,F,RUS,12.630,
